,album,artist,genre,id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
28,Only Revolutions,Biffy Clyro,2000sRock,7ID1obCK75QsDQuf9pEVxK,Mountains,0.000676,0.507,201147,0.852,1.28e-05,1,0.0599,-6.841,1,0.0453,158.0,4,0.595
29,Ellipsis (Deluxe),Biffy Clyro,2000sRock,3n4r9HS59J2Utzr9wHbte4,Wolves of Winter,0.00031,0.546,248517,0.857,0.00111,5,0.384,-4.748,1,0.0445,110.293,3,0.373
30,Opposites,Biffy Clyro,2000sRock,3Yuh56cNGXe2QiinzgIa9G,Biblical,0.000534,0.573,237813,0.785,0.0,11,0.12,-4.149,1,0.039,124.017,4,0.258
31,Opposites,Biffy Clyro,2000sRock,1oFMlFBjzs9xs9ZgLaPK7B,Black Chandelier,0.00276,0.67,244868,0.492,1.46e-06,11,0.073,-6.618,1,0.029,111.374,4,0.244
32,100,The Hunna,2000sRock,38YclYWc3cxYdHoYxZ79jN,Bonfire,0.000324,0.515,177653,0.84,0.0,4,0.126,-4.217,1,0.0962,139.924,4,0.386
33,Home of the Strange,Young the Giant,2000sRock,0yTJtxZJ5VLfBEHhiNUNeY,Silvertongue,0.00975,0.673,197427,0.789,0.0,0,0.752,-4.288,1,0.0408,100.043,4,0.841
34,Home of the Strange,Young the Giant,2000sRock,6L3VWDPDTQkQFkqvmpAUMU,Something To Believe In,0.0245,0.623,228467,0.886,0.0,1,0.247,-3.044,1,0.0404,92.021,4,0.709
35,Mind Over Matter,Young the Giant,2000sRock,5Az8KU81g2aLBbJN67F2CI,Mind Over Matter,0.000501,0.466,244693,0.763,0.0,0,0.0973,-4.448,1,0.0318,154.914,4,0.293
36,Young the Giant (Special Edition),Young the Giant,2000sRock,1UqhkbzB1kuFwt2iy4h29Q,Cough Syrup,0.0343,0.534,249520,0.721,6.24e-06,11,0.115,-7.307,0,0.0417,128.978,3,0.225
37,Young the Giant (Special Edition),Young the Giant,2000sRock,1KDYN3odJHnj9pqGHN3FVs,My Body,0.0011,0.488,244400,0.909,1.02e-05,10,0.456,-6.591,1,0.0929,129.774,4,0.643
38,Young the Giant (Special Edition),Young the Giant,2000sRock,165lX6DbMhTzqODVZKLmkm,Apartment,0.00686,0.57,235800,0.733,0.000131,2,0.21,-7.194,1,0.0306,109.97,4,0.334
39,Walk On Water,Thirty Seconds To Mars,2000sRock,5UMD1Iz7yyVK8Q5FLsVt3q,Walk On Water,0.000119,0.492,188228,0.761,0.0,8,0.0934,-7.041,1,0.0363,139.98,4,0.395
40,The Getaway,Red Hot Chili Peppers,2000sRock,6GsP3uMCd0Dn5T37C93waZ,Sick Love,0.183,0.591,221440,0.794,0.0,4,0.292,-5.935,0,0.069,147.974,4,0.875
41,The Getaway,Red Hot Chili Peppers,2000sRock,0cv2LgkvEoQiGgFWcZaAMA,We Turn Red,0.116,0.61,200467,0.872,0.147,2,0.152,-5.428,0,0.0422,164.038,4,0.842
42,The Getaway,Red Hot Chili Peppers,2000sRock,0pjCkLjbgSLn5c0Ilwuv8z,The Longest Wave,0.319,0.476,211520,0.511,0.000129,8,0.119,-6.25,1,0.0324,148.158,4,0.339
43,The Getaway,Red Hot Chili Peppers,2000sRock,0SMzXgUFqcAt0WNCsGm3tM,Feasting on the Flowers,0.137,0.67,202933,0.75,3.53e-06,6,0.197,-5.502,0,0.0583,82.041,4,0.88
44,The Getaway,Red Hot Chili Peppers,2000sRock,5y7IfSDhBHFVnlGj1UrlA1,Detroit,0.000277,0.439,226640,0.885,0.00367,4,0.372,-4.679,1,0.0625,92.738,4,0.495
45,The Getaway,Red Hot Chili Peppers,2000sRock,4VGvosVIeFMCUwHibq7a9Z,Encore,0.672,0.633,254867,0.704,0.179,11,0.105,-7.697,1,0.0276,104.958,4,0.342
46,The Getaway,Red Hot Chili Peppers,2000sRock,1ZPMK5UTafelYEQXmckRgN,The Hunter,0.538,0.256,240360,0.523,0.00832,8,0.0849,-5.175,1,0.0294,78.385,4,0.318
47,I'm With You,Red Hot Chili Peppers,2000sRock,2pAho4WqtK5hQtgImHzT74,Brendan's Death Song,0.00998,0.355,338333,0.87,0.000111,7,0.114,-3.82,1,0.125,114.484,4,0.184
48,I'm With You,Red Hot Chili Peppers,2000sRock,4RU7rnJBOXCzWmsLDqUaFC,Look Around,0.005,0.56,208000,0.953,1.6e-05,7,0.226,-2.372,0,0.0851,111.911,4,0.519
49,By The Way (Deluxe Version),Red Hot Chili Peppers,2000sRock,1f2V8U1BiWaC9aJWmpOARe,By The Way,0.0264,0.451,216933,0.97,0.00355,0,0.102,-4.938,1,0.107,122.444,4,0.198
50,Americana,The Offspring,2000sRock,3SFXsFpeGmBTtQvKiwYMDA,Pretty Fly (For A White Guy),0.112,0.722,188667,0.901,0.0,11,0.0674,-3.66,0,0.105,143.401,4,0.963
51,Americana,The Offspring,2000sRock,4EchqUKQ3qAQuRNKmeIpnf,The Kids Aren't Alright,0.00705,0.529,180160,0.943,3.16e-05,1,0.0696,-4.192,1,0.034,99.604,4,0.788
52,Americana,The Offspring,2000sRock,0sNKiz82ATCvT3f3XVVUUj,Why Don't You Get A Job,0.0746,0.766,172467,0.874,1.59e-06,5,0.333,-4.486,1,0.0737,107.939,4,0.641
53,Smash,The Offspring,2000sRock,5JJDu0Z5DKe7mR31MGksSg,Come Out and Play,0.0675,0.519,197800,0.77,3.48e-06,7,0.0762,-8.788,1,0.0809,158.29,4,0.921
54,Smash,The Offspring,2000sRock,1FkoVC85Ds3mFoK0fVqEqP,Self Esteem,0.0204,0.488,257827,0.862,0.0,0,0.359,-7.595,1,0.0476,104.56,4,0.706
55,Americana,The Offspring,2000sRock,0D2A4Rid7gnlcwlspLTkx0,Staring At The Sun,0.284,0.376,133587,0.95,0.0,0,0.143,-3.941,1,0.166,175.453,4,0.808
56,Conspiracy Of One,The Offspring,2000sRock,6gfDXAX85YWdVwxpbz0npv,Original Prankster,0.00061,0.663,220947,0.886,2.49e-05,2,0.284,-4.149,1,0.0358,146.803,4,0.942
57,Conspiracy Of One,The Offspring,2000sRock,6hwQ69v7VbPhTTR2fOtYX7,Want You Bad,7.22e-05,0.497,202573,0.969,0.0,4,0.246,-4.245,1,0.0487,105.563,4,0.6
58,Guero,Beck,2000sRock,01MBhRpvFkbeRwAp7gcF2W,E-Pro,0.00182,0.622,202360,0.948,0.151,9,0.0827,-6.169,1,0.0978,95.785,4,0.665
59,California,blink-182,2000sRock,6EE19skJ32p58xihYj2Waa,She's Out Of Her Mind,0.00448,0.447,162720,0.967,0.0,0,0.487,-2.706,1,0.0793,179.991,4,0.606
60,California,blink-182,2000sRock,44TuSOP6xIAEeJmZsN3nXO,Bored To Death,0.00575,0.502,235613,0.966,1.56e-06,0,0.117,-3.876,1,0.0946,159.948,4,0.638
61,Take Off Your Pants And Jacket,blink-182,2000sRock,1fJFuvU2ldmeAm5nFIHcPP,First Date,0.000642,0.582,171533,0.914,0.0,0,0.187,-4.269,1,0.0415,95.597,4,0.857
62,California (Deluxe Edition),blink-182,2000sRock,4fO7Gu49wwuiq3tCkqUJ46,Los Angeles,0.00318,0.554,183267,0.976,0.0,1,0.0718,-2.599,0,0.134,102.089,4,0.354
63,California (Deluxe Edition),blink-182,2000sRock,42cgflAdNgI0TrQM8BqvxI,Sober,0.00737,0.532,179613,0.879,9.9e-06,7,0.348,-4.751,1,0.0404,159.949,4,0.735
64,California (Deluxe Edition),blink-182,2000sRock,6XtrMjkNfRb0XjmlzefbJq,No Future,0.00689,0.485,225813,0.948,0.0,0,0.218,-2.68,1,0.131,162.966,4,0.481
65,California (Deluxe Edition),blink-182,2000sRock,0mrpC8W7QexL1SyNHjZY9n,Kings of the Weekend,0.00271,0.568,176427,0.932,0.0,7,0.047,-2.925,1,0.0987,88.519,4,0.752
66,Reincarnate,Motionless In White,2000sRock,4vVUoi4U6ikqH2wIoE2fmG,Reincarnate,0.000228,0.49,220040,0.991,4.4e-05,7,0.335,-3.128,1,0.207,109.941,4,0.109
67,Unbreakable,Fireflight,2000sRock,6M9vEm3Cy3PHr3QkXRX6x3,Unbreakable,0.00341,0.458,201160,0.849,1.2e-06,3,0.161,-4.244,0,0.0404,89.916,4,0.389
68,Vessels,Starset,2000sRock,0criiQKIY1hyU0lRbVhZ8L,Monster,0.00146,0.394,256320,0.871,1.29e-06,1,0.0726,-6.772,0,0.0509,97.51,4,0.286
69,Transmissions (Deluxe Version),Starset,2000sRock,36ECEkodXYhLPyBHjZCEHh,It Has Begun,0.00802,0.235,316813,0.733,0.000758,5,0.208,-6.513,1,0.0659,104.697,1,0.132
70,Transmissions (Deluxe Version),Starset,2000sRock,4j41Du0uMXJrfEY7Xe9CDO,Carnivore,0.00203,0.223,262689,0.651,2.1e-05,1,0.109,-6.814,0,0.0775,73.93,4,0.0502
71,The E.P. Compilation (TAKEN DOWN 1.3.2017 DO NOT DELIVER),Refused,2000sRock,4rY7wYNEsPpa5vFw6OlXIy,New Noise,0.0045,0.68,312720,0.763,0.00462,9,0.106,-8.158,1,0.0908,105.902,4,0.385
72,Lead Sails Paper Anchor,Atreyu,2000sRock,2MMrjobPrVLrozyfFXsFJx,Becoming the Bull,0.000685,0.478,220600,0.941,4.54e-06,1,0.121,-3.497,1,0.0872,95.001,4,0.396
73,Lead Sails Paper Anchor (Explicit Version),Atreyu,2000sRock,17DmJXyncq1Wg2s6tGMQyf,Blow,0.0045,0.523,249440,0.98,9.22e-06,5,0.188,-3.615,0,0.147,154.979,4,0.33
74,The Curse (Deluxe Edition),Atreyu,2000sRock,2cxbNLOKc9CtQ7hcH88ma3,Right Side Of The Bed,0.00193,0.255,222467,0.927,0.00709,8,0.28,-4.815,1,0.162,171.685,4,0.753
75,A Death-Grip On Yesterday,Atreyu,2000sRock,2gY3Z3f1Qe4vWnw15dBkSw,Ex's And Oh's,1.7e-05,0.336,211893,0.986,0.0417,2,0.24,-3.155,0,0.24,159.934,4,0.163
76,Overcome,All That Remains,2000sRock,0XT70Wk9pP8JZkmJhfntuL,Two Weeks,0.00174,0.564,257347,0.941,6.42e-05,9,0.242,-4.787,1,0.051,112.008,4,0.542
77,A War You Cannot Win,All That Remains,2000sRock,28urem2KpSOkljclEk8X8G,What If I Was Nothing,0.00564,0.439,277347,0.783,0.0,4,0.0982,-5.73,1,0.0368,143.96,4,0.231
78,For We Are Many,All That Remains,2000sRock,47fPXkWBYmYLcRCGrXgoYq,The Last Time,0.00156,0.519,238307,0.96,0.0,1,0.0771,-2.315,0,0.0514,103.029,4,0.374
79,Toxicity,System Of A Down,2000sRock,4e9eGQYsOiBcftrWXwsVco,Aerials,0.000918,0.364,235053,0.922,0.035,0,0.0696,-4.217,0,0.0566,79.342,4,0.227
80,Hypnotize,System Of A Down,2000sRock,1VNWaY3uNfoeWqb5U8x2QX,Lonely Day,0.362,0.47,167907,0.796,1.11e-06,8,0.133,-3.277,0,0.0336,113.108,3,0.215
81,Hypnotize,System Of A Down,2000sRock,6oO7WMjD6kEvCITLbVj0mu,Hypnotize,0.0303,0.274,189440,0.92,0.000412,6,0.115,-4.096,1,0.0489,153.986,4,0.0397
82,Mezmerize,System Of A Down,2000sRock,0GrHWVTDsaWcD4nrCGr7VE,Lost In Hollywood,0.598,0.295,320693,0.797,0.000427,8,0.125,-3.193,0,0.0301,150.301,4,0.107
83,Getting Away With Murder,Papa Roach,2000sRock,1x0AirtLjfVquI0A9iBVep,Getting Away With Murder,0.000116,0.564,191373,0.968,3.97e-05,1,0.226,-3.75,1,0.0631,103.885,4,0.352
84,The Heroin Diaries Soundtrack,Sixx:A.M.,2000sRock,3AoSuIey90cH9PI8HUoHOQ,Life is Beautiful,0.000248,0.494,215013,0.877,0.000309,2,0.0884,-5.05,0,0.0582,90.001,4,0.392
85,Avenged Sevenfold,Avenged Sevenfold,2000sRock,0u8JzRt0TAwSyCl2lPTQmE,Afterlife,0.000429,0.487,352427,0.949,2.91e-05,2,0.231,-4.217,0,0.0798,110.02,4,0.406
86,My Darkest Days,My Darkest Days,2000sRock,3Q8zopc4ABXhysDb1sgLVW,Porn Star Dancing,0.0199,0.474,199013,0.923,0.0,2,0.0673,-3.405,1,0.0897,160.035,4,0.347
87,Sick And Twisted Affair,My Darkest Days,2000sRock,4akbPW1whJ6VDvXYeTA3vX,Casual Sex,0.0108,0.669,193573,0.916,0.0,11,0.652,-4.228,0,0.0488,116.06,4,0.862
88,Lifelines,I Prevail,2000sRock,6c9xVWbPeVPgrmWTYYeMTr,Alone,0.00307,0.531,221000,0.756,1.73e-06,6,0.073,-5.194,0,0.0371,118.954,4,0.299
89,Consolers Of The Lonely,The Raconteurs,2000sRock,0ydgFPcYrxaHgVuLd17mjh,Salute Your Solution,0.00781,0.266,179973,0.946,2.73e-06,9,0.26,-2.855,1,0.171,168.461,4,0.498
90,End Of Silence,Red,2000sRock,3SP1LUtLle97QNFvFFopnG,Already Over,0.00295,0.419,264947,0.673,0.0,5,0.0943,-6.577,0,0.0391,103.017,4,0.17
91,Scouting For Girls (Deluxe),Scouting For Girls,2000sRock,5o9ikk4ATCfq3NNVQJXDpc,Heartbeat,0.0509,0.564,175907,0.863,0.0,2,0.106,-3.835,1,0.0614,155.149,4,0.864
92,House of Gold & Bones Part 1,Stone Sour,2000sRock,1q9ru9Wx2Q9Ez8irkGcyFa,Tired,0.000606,0.312,251840,0.934,6.76e-05,3,0.115,-3.793,0,0.0683,201.991,4,0.471
93,Facelift,Alice In Chains,2000sRock,6gZVQvQZOFpzIy3HblJ20F,Man in the Box,0.00229,0.346,284427,0.765,7.54e-06,8,0.213,-8.558,1,0.0413,106.463,4,0.644
94,Dirt,Alice In Chains,2000sRock,0wvIGFIgbyz4JNwQhZgTv2,Rooster,0.0307,0.269,374333,0.551,0.000619,10,0.118,-8.456,0,0.0274,144.408,3,0.202
95,Dirt,Alice In Chains,2000sRock,4A065x9kJt955eGVqf813g,Them Bones,0.0235,0.159,149467,0.946,8.06e-06,9,0.387,-5.756,1,0.0629,164.997,1,0.309
96,Dirt,Alice In Chains,2000sRock,7FRfYOql61DGDp9VPPe2qA,Down In A Hole,0.0133,0.359,338227,0.794,0.000132,6,0.111,-5.908,1,0.0338,97.188,4,0.423
97,Superunknown (Deluxe Edition),Soundgarden,2000sRock,2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,0.000203,0.354,318587,0.825,6.95e-05,6,0.0758,-5.325,1,0.0406,105.495,4,0.16
98,Superunknown (20th Anniversary),Soundgarden,2000sRock,1jMaB19DiVR8OihLSuYFOt,Spoonman,1.9e-05,0.274,246920,0.906,0.257,0,0.273,-5.587,1,0.0404,185.959,3,0.783
99,Superunknown (Deluxe Edition),Soundgarden,2000sRock,1wlKw9NAWVWpx7OIAyg9EA,Fell On Black Days,0.00165,0.573,283027,0.75,0.000285,4,0.131,-5.718,0,0.0272,101.049,3,0.544
